Evan|12.093|Sandy|13.999|Clay|11.902|Alex|89.333|Evan|14.5807
|User|13.3140
|User|14.2933
|User|16.4263
|Pete|15.6165
|Pete|12.7404
|Evan|47.2136
|User|17.0353
|User|16.9507
|Evan|15.0556
|User|14.3122
|User|20.2012
|User|15.4382
|User|13.9471
|Evan|74.0564
|Evan|74.0564
|User|12.1631
|User|15.8997
|Evan|20.3569
|SamTheSlayer|15.8559
